control,layer,val_r2,val_pearson_r,val_mse,test_r2,test_pearson_r,test_mse
within_scenario_family,16,0.8721006682795559,0.9342975431936028,0.04598815767815481,0.8933522470737674,0.9453071131203931,0.04402078203300278
within_scenario_family,17,0.8731790986131028,0.9350121070123336,0.04560039158464259,0.892594430716634,0.9451152321483255,0.044333584391824936
within_scenario_family,18,0.872565950246471,0.9347331435202395,0.04582085844233031,0.8934354127805028,0.9452914342564712,0.04398645388873
within_scenario_family,19,0.8618133106652233,0.9296277925389222,0.04968713419113274,0.8915617847589784,0.9446499383388082,0.04475982762125956
within_scenario_family,20,0.8733135037235946,0.9355032047766386,0.04555206417486723,0.8947961405811866,0.9463450764985214,0.0434247889658733
within_scenario_family,21,0.8804672680548947,0.9387395170666958,0.042979818975187274,0.8913768033329287,0.9443863703093865,0.04483618203860879
within_scenario_family,22,0.8816281347162369,0.9392718837325764,0.04256241164125525,0.8913679601901847,0.9444928198895076,0.044839832205148075
within_scenario_family,23,0.8803040666820825,0.9386749150851228,0.04303850052078425,0.8940550730348505,0.9458856628022289,0.043730677951190774
within_scenario_family,24,0.870908057121652,0.9337637322644184,0.04641697923054801,0.8862826836979898,0.9419840374570773,0.046938871724483335
global,0,-0.0005740058468524101,nan,0.38387991415343153,-0.0004477797410551432,nan,0.3766359593889463
global,1,-0.5254180998859816,0.022109769222637705,0.5852414372255336,-0.4789829112583972,0.01461942436861934,0.5567888289440164
global,2,-0.4239379406394288,-0.0029170910463925115,0.5463075906612587,-0.4503391047424379,0.004193390856864461,0.5460053700107754
global,3,-0.34182845501587145,0.04573563435092333,0.5148054907584374,-0.42124625700699414,-0.010197074212396932,0.5350528617039136
global,4,-0.3715370027799576,0.01548959025571013,0.526203463021017,-0.386940240596344,-0.010349147131300022,0.5221377654187457
global,5,-0.3864488129949968,0.009548118844851693,0.5319245235240595,-0.3763827417916923,-0.011038117558757624,0.5181632114524539
global,6,-0.34546456608498666,0.010244484154109472,0.5162005200085557,-0.3739571613413766,0.000459077496257692,0.5172500595234085
global,7,-0.38595382146940227,-0.0027134550823546,0.5317346152281798,-0.41802497839453934,-0.015414087107386221,0.5338401553685814
